Hades,Persephone the Psyche of man .,small1axe,small1axe_hades_persephone-the-psyche-of-man-,10,SWAP.HIVE,PHOTO,0,False,6,2020,1,0,QmYs9ufdjpcZKH4Sr3rYdmf8SuoCebRKNMhnRGUz1uhVR9,./dataset/image/QmYs9ufdjpcZKH4Sr3rYdmf8SuoCebRKNMhnRGUz1uhVR9.png
A state of mind,Hustle Hard,thatsweeneyguy,thatsweeneyguy_a-state-of-mind_hustle-hard,5,SWAP.HIVE,PHOTO,0,False,20,2020,1,0,QmWNjWgjCGLmrhg1LuaG6LWYF7af8V2FbBVVz3tCnWW78F,./dataset/image/QmWNjWgjCGLmrhg1LuaG6LWYF7af8V2FbBVVz3tCnWW78F.png
Newbie Necromancy,Dream Time,rubenalexander,rubenalexander_newbie-necromancy_dream-time,500,SWAP.HIVE,PHOTO,0,False,3,2020,1,0,QmTuqhjUAwtAxNr66Dd7vTMYhD1z4WKAkD54qyfdTyuSrd,./dataset/image/QmTuqhjUAwtAxNr66Dd7vTMYhD1z4WKAkD54qyfdTyuSrd.png
Artifice & Insight,Alex,daimalyad,daimalyad_artifice-insight_alex,50,SWAP.HIVE,PHOTO,0,False,3,2020,1,0,QmenSgCwhwSVZ2y7o5bZbRpjeiXpPTZ8ToBv6EVJUYakh6,./dataset/image/QmenSgCwhwSVZ2y7o5bZbRpjeiXpPTZ8ToBv6EVJUYakh6.png
Trash for Life (In the Haunted Honeycomb),"Blub? by Richard F. Yates (Holy Fool)""",richardfyates,richardfyates_trash-for-life-in-the-haunted-honeycomb_blub-by-richard-f-yates-holy-fool,23,SWAP.HIVE,PHOTO,1,False,3,2020,1,0,QmPweWZ1wjsQjmkPujv5YPZQ5qiwWi5jvuJVwNn1rjQAEf,./dataset/image/QmPweWZ1wjsQjmkPujv5YPZQ5qiwWi5jvuJVwNn1rjQAEf.png
Rafael Michelena (NFTBOX), Glances of secrets,difelice5000,difelice5000_rafael-michelena-nftbox_glances-of-secrets,160,SWAP.HIVE,PHOTO,0,False,1,2020,1,0,QmdKfF6ibzUUr2HCvDZtMxct4XywTXYE9y4dh4ufgBLWCE,./dataset/image/QmdKfF6ibzUUr2HCvDZtMxct4XywTXYE9y4dh4ufgBLWCE.png
Fractal Glassine Marbles,Marble 4 ,deeanndmathews,deeanndmathews_fractal-glassine-marbles_marble-4,200,SWAP.HIVE,PHOTO,0,False,1,2020,3,0,Qmed2D91PEZVaPDhpAAxDZ8ELgPnK1xZ5Pro2n8JTsYunK,./dataset/image/Qmed2D91PEZVaPDhpAAxDZ8ELgPnK1xZ5Pro2n8JTsYunK.png
Extraterrestrial Doppelgängers,Taisni,isaria,isaria_extraterrestrial-doppelgangers_taisni,30,SWAP.HIVE,PHOTO,0,False,5,2020,3,0,QmW1JBkLvkwf78fkNAY38NzmNYe2sKxTkVvBF3KyPF3PfS,./dataset/image/QmW1JBkLvkwf78fkNAY38NzmNYe2sKxTkVvBF3KyPF3PfS.png
Fractal Glassine Marbles,Marble 5,deeanndmathews,deeanndmathews_fractal-glassine-marbles_marble-5,200,SWAP.HIVE,PHOTO,0,False,1,2020,3,0,QmVLpVdVNsYZgk657mk79cAv7aDj3YFoxVkF6TYdM12AgY,./dataset/image/QmVLpVdVNsYZgk657mk79cAv7aDj3YFoxVkF6TYdM12AgY.png
Extraterrestrial Doppelgängers,Taisni,isaria,isaria_extraterrestrial-doppelgangers_taisni,30,SWAP.HIVE,PHOTO,0,False,5,2020,3,0,QmW1JBkLvkwf78fkNAY38NzmNYe2sKxTkVvBF3KyPF3PfS,./dataset/image/QmW1JBkLvkwf78fkNAY38NzmNYe2sKxTkVvBF3KyPF3PfS.png
Fractal Glassine Marbles,Marble 5,deeanndmathews,deeanndmathews_fractal-glassine-marbles_marble-5,200,SWAP.HIVE,PHOTO,0,False,1,2020,3,0,QmVLpVdVNsYZgk657mk79cAv7aDj3YFoxVkF6TYdM12AgY,./dataset/image/QmVLpVdVNsYZgk657mk79cAv7aDj3YFoxVkF6TYdM12AgY.png
Artifice & Insight,Hema the Red,daimalyad,daimalyad_artifice-insight_hema-the-red,90,SWAP.HIVE,PHOTO,0,False,2,2020,1,0,QmU8uDugbHPHvwFZ2Eo3LCwkF9vgmEamHRVu1SJJHEPryP,./dataset/image/QmU8uDugbHPHvwFZ2Eo3LCwkF9vgmEamHRVu1SJJHEPryP.png
